Original Num ,updated num,,url,title,languageCode,publisher.name,publisher.site,claimDate,reviewDate,text,claimYear,claimant,claimant_party,textualRating,reason,ratingsimp,T/F RQ1,claimant_canonical_name,is_politician_strict,rand_num,Fear,Self/Personal Record,Opponent/Opponent's Record,Legislation,National and State Macroeconomic Issues,Economic Well-Being and Domestic Commerce,Labor and Employment,Foreign Trade,Taxes,"Civil Rights, Minority Issues, and Civil Liberties",Immigration and Refugee Issues,LGBTQ,Race,Religion,Women,Health (non-care),Social Welfare,Education,Abortion,Healthcare,Government Operations,Defense/Military,International_affairs and Foreign Aid,Voting/Elections,Agriculture,Environment,Energy,Transportation,Community Development and Housing,Technology Science Space,Media and Communications,Law and Crime and Policing,Terrorism,Guns,History,Record/Candidate Biography/ Campaigns and Personal Behavior
1,1,649,http://www.politifact.com/factchecks/2017/may/09/kevin-mccarthy/would-republican-health-care-bill-take-away-anyone/,Would the Republican health care bill take away anyone's Medicaid?,en,PolitiFact,politifact.com,2017-05-04T00:00:00Z,2017-05-09T20:11:07Z,Nobody on Medicaid' will have their benefits taken away.,2017,Kevin McCarthy,Republican,FALSE,,2 False,False(ish),Kevin McCarthy (California politician),TRUE,2505,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,2,610,https://www.politifact.com/factchecks/2018/jul/27/adam-putnam/misleading-putnam-ad-twists-desantis-stance-taxes/,Misleading Putnam ad twists DeSantis stance on taxes,en,PolitiFact,politifact.com,2018-07-24T00:00:00Z,2018-08-09T14:30:38Z,Congressman (Ron) DeSantis sponsored legislation to increase sales taxes by 23 percent; hurting families; destroying jobs; devastating tourism',2018,Adam Putnam,Republican,Mostly False,,3 Mostly False,False(ish),Adam Putnam,TRUE,2504,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3,3,289,https://www.politifact.com/factchecks/2021/apr/06/jennifer-granholm/jennifer-granholm-spins-comparison-joe-bidens-corp/,Jennifer Granholm spins comparison of Joe Biden's corporate tax proposal,en,PolitiFact,politifact.com,2021-04-04T00:00:00Z,,President Joe Biden’s corporate tax rate increase would 'put us in line with other industrial nations.',2021,Jennifer Granholm,Democratic,Mostly False,,3 Mostly False,False(ish),Jennifer Granholm,TRUE,2503,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,4,3094,https://www.politifact.com/factchecks/2018/nov/05/mike-bost/illinois-mike-bost-attacks-brendan-kellys-record-p/,In Illinois; Mike Bost attacks Brendan Kelly's record as prosecutor,en,PolitiFact,politifact.com,2018-10-22T00:00:00Z,2018-11-05T19:34:59Z,Says Brendan Kelly 'allowed half of the criminals he faced to walk free' and 'failed to protect women who were violently assaulted;' allowing 'those guilty of sexual assault to cut inexcusable plea deals.',2018,Mike Bost,Republican,Mostly False,,3 Mostly False,False(ish),Mike Bost,TRUE,2500,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
5,5,7262,https://www.politifact.com/factchecks/2020/may/14/rand-paul/no-us-isnt-expected-borrow-heavily-china-pay-covid/,No; US isn't expected to borrow heavily from China to pay for COVID-19 stimulus,en,PolitiFact,politifact.com,2020-05-06T00:00:00Z,,$3 trillion for federal coronavirus stimulus packages is 'being borrowed basically from China.',2020,Rand Paul,Republican,FALSE,,2 False,False(ish),Rand Paul,TRUE,2493,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6,6,1308,http://www.politifact.com/factchecks/2017/nov/14/amanda-carpenter/given-roy-moores-troubles-could-luther-strange-run/,Given Roy Moore's troubles; could Luther Strange run as a write-in candidate in Alabama?,en,PolitiFact,politifact.com,2017-11-13T00:00:00Z,2017-11-15T01:04:16Z,There are ‘sore loser’ laws that would bar Luther Strange from pursuing a seat' because he already lost the Alabama Republican Senate runoff to Roy Moore.,2017,Amanda Carpenter,Republican,FALSE,,2 False,False(ish),Amanda Carpenter,FALSE,2491,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7,7,947,http://www.politifact.com/factchecks/2017/dec/29/joe-berrios/joe-berrios-reaches-too-far-attack-fritz-kaegi/,Joe Berrios fails to lock down timeline in Kaegi prison charge,en,PolitiFact,politifact.com,2017-12-11T00:00:00Z,2017-12-29T21:24:51Z,(Fritz) Kaegi managed a fund that invested nearly $30 million in private prisons.',2017,Joe Berrios,Democratic,Mostly False,,3 Mostly False,False(ish),Joseph Berrios,TRUE,2488,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
8,8,6895,http://www.politifact.com/factchecks/2017/jun/22/rick-perry/rick-perry-wrongly-downplays-human-role-climate-ch/,Rick Perry wrongly downplays human role in climate change,en,PolitiFact,politifact.com,2017-06-19T00:00:00Z,2017-06-22T20:40:32Z,Most likely the primary control knob (for the earth’s temperature) is the ocean waters and this environment that we live in.',2017,Rick Perry,Republican,FALSE,,2 False,False(ish),Rick Perry,TRUE,2487,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9,9,3265,http://www.politifact.com/factchecks/2016/dec/09/sean-duffy/wisconsin-presidential-election-recount-only-dane-/,In the Wisconsin presidential election recount; is only Dane County doing the recount by hand?,en,PolitiFact,politifact.com,2016-12-01T00:00:00Z,2016-12-09T23:26:35Z,Wisconsin has only one county; Dane; 'that's hand counting the votes' in the 2016 presidential recount.,2016,Sean Duffy,Republican,Pants on Fire,,1 Pants On Fire,False(ish),Sean Duffy,TRUE,2486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10,10,4709,https://www.politifact.com/factchecks/2020/nov/06/kevin-mccarthy/claim-about-people-re-voting-iowa-2020-election-wr/,Claim about people 're-voting' in Iowa 2020 election is wrong,en,PolitiFact,politifact.com,2020-11-05T00:00:00Z,,In Iowa; 'they have allowed a little over 300 people to re-vote.',2020,Kevin McCarthy,Republican,Pants on Fire,,1 Pants On Fire,False(ish),Kevin McCarthy (California politician),TRUE,2483,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11,11,7456,http://www.politifact.com/factchecks/2016/sep/29/rick-scott/clinton-wants-admit-thousands-refugees-no-vetting-/,Clinton wants to admit thousands of refugees with no vetting; Rick Scott says,en,PolitiFact,politifact.com,2016-09-27T00:00:00Z,2016-09-30T14:30:44Z,Says Hillary Clinton 'wants to bring in thousands of refugees to America from all around the world without any kind of security screening.',2016,Rick Scott,Republican,FALSE,,2 False,False(ish),Rick Scott,TRUE,2481,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
12,12,563,https://www.politifact.com/factchecks/2020/jun/04/kayleigh-mcenany/white-house-says-officers-didnt-fire-tear-gas-rubb/,White House says officers didn't fire tear gas; rubber bullets on protesters. Why that's misleading,en,PolitiFact,politifact.com,2020-06-03T00:00:00Z,,No tear gas was used and no rubber bullets were used.',2020,Kayleigh McEnany,Republican,Mostly False,,3 Mostly False,False(ish),Kayleigh McEnany,FALSE,2480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
13,13,1186,http://www.politifact.com/factchecks/2017/jun/07/sarah-palin/sarah-palin-facebook-meme-climate-accord-uses-unre/,Sarah Palin Facebook meme on climate accord uses unrelated photo of Florida House,en,PolitiFact,politifact.com,2017-06-06T00:00:00Z,2017-06-07T20:03:17Z,Says an Internet meme shows people rejoicing over the Paris agreement.,2017,Sarah Palin,Republican,FALSE,,2 False,False(ish),Sarah Palin,TRUE,2478,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,14,1598,http://www.politifact.com/factchecks/2017/may/23/claire-mccaskill/false-mccaskill-says-1-mar-lago-trip-could-fund-mi/,False: McCaskill says 1 Mar-a-Lago trip could fund Missouri meals on wheels for 2 years,en,PolitiFact,politifact.com,2017-04-14T00:00:00Z,2017-05-23T18:24:34Z,If Donald Trump would stay home from Mar-a-Lago one weekend; it would pay the entire meals on wheels budget for the state of Missouri for almost two years.',2017,Claire McCaskill,Democratic,FALSE,,2 False,False(ish),Claire McCaskill,TRUE,2477,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
15,15,718,https://www.politifact.com/factchecks/2019/dec/20/ro-khanna/does-ro-khannas-district-have-bigger-gdp-russia-no/,Congressman says his Silicon Valley district has higher GDP than Russia. Wrong,en,PolitiFact,politifact.com,2019-12-20T00:00:00Z,,Says the California congressional district he represents 'has a higher GDP than Russia.',2019,Ro Khanna,Democratic,FALSE,,2 False,False(ish),Ro Khanna,TRUE,2476,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16,16,5815,http://www.politifact.com/factchecks/2015/mar/13/ted-cruz/ted-cruz-says-iran-annually-has-death-america-holi/,Ted Cruz says Iran annually has Death to America holiday,en,PolitiFact,politifact.com,2015-03-11T00:00:00Z,2016-07-21T01:50:14Z,Here; we have Thanksgiving; we have Christmas; we have the 4th of July. Every year in Iran; they celebrate Death to America day.',2015,Ted Cruz,Republican,Mostly False,,3 Mostly False,False(ish),Ted Cruz,TRUE,2473,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
17,17,1097,https://www.politifact.com/factchecks/2018/oct/03/leah-vukmir/leah-vukmir-partially-accurate-faulting-tammy-bald/,Leah Vukmir cites Tammy Baldwin inaction on Tomah VA scandal; but lacks evidence of 'cover up',en,PolitiFact,politifact.com,2018-09-23T00:00:00Z,2018-10-03T09:25:41Z,Says Tammy Baldwin was the only member of the Wisconsin congressional delegation 'to have a report outlining that a doctor was overprescribing opioids' at the Tomah VA; 'later a veteran died' and Baldwin 'covered it up.',2018,Leah Vukmir,Republican,Mostly False,,3 Mostly False,False(ish),Leah Vukmir,TRUE,2471,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
18,18,785,https://www.politifact.com/factchecks/2021/feb/17/joe-biden/fact-checking-joe-bidens-claim-about-people-having/,Fact-checking Joe Biden's claim about people having to seek asylum 'from abroad',en,PolitiFact,politifact.com,2021-02-16T00:00:00Z,,For the first time in American history; if you're seeking asylum ... you can't do it from the United States. … You’ve got to seek asylum from abroad.',2021,Joe Biden,Democratic,Mostly False,,3 Mostly False,False(ish),Joe Biden,TRUE,2466,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19,19,6905,https://www.politifact.com/factchecks/2020/feb/20/joe-sanfelippo/sanfelippo-flops-claim-violent-crime/,Sanfelippo flops with claim on violent crime,en,PolitiFact,politifact.com,2020-02-13T00:00:00Z,,Violent crime rates increased in all but two Wisconsin cities between 2008 and 2017.',2020,Joe Sanfelippo,Republican,Pants on Fire,,1 Pants On Fire,False(ish),Joe Sanfelippo,TRUE,2465,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
20,20,831,http://www.politifact.com/factchecks/2017/dec/14/bruce-rauner/rauner-distorts-dems-message-illinois-income-tax/,Rauner distorts Dems' message on Illinois income tax,en,PolitiFact,politifact.com,2017-12-04T00:00:00Z,2017-12-14T19:20:02Z,The candidates controlled by Madigan; all of them have said; ‘The answer to our problems is a massive income tax hike.’ ',2017,Bruce Rauner,Republican,Mostly False,,3 Mostly False,False(ish),Bruce Rauner,TRUE,2463,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21,21,6774,http://www.politifact.com/factchecks/2011/nov/21/newt-gingrich/newt-gingrich-says-dodd-frank-destroying-community/,Newt Gingrich says Dodd-Frank is destroying community banks,en,PolitiFact,politifact.com,2011-11-11T00:00:00Z,2016-07-15T16:33:17Z,Community banks … are being destroyed by Dodd-Frank.',2011,Newt Gingrich,Republican,FALSE,,2 False,False(ish),Newt Gingrich,TRUE,2458,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22,22,4749,http://www.politifact.com/factchecks/2017/may/24/tammy-baldwin/photo-id-law-caused-200000-drop-wisconsin-voter-tu/,Did first-time use of photo ID cause 200;000 drop in Wisconsin voter turnout in presidential race?,en,PolitiFact,politifact.com,2017-05-17T00:00:00Z,2017-05-25T14:43:26Z,Voter turnout in 2016 was reduced by approx. 200;000 votes because of WI’s photo ID laws.',2017,Tammy Baldwin,Democratic,Mostly False,,3 Mostly False,False(ish),Tammy Baldwin,TRUE,2457,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
23,23,540,http://www.politifact.com/factchecks/2017/apr/19/maxine-waters/maxine-waters-wrong-say-she-has-not-called-trumps-/,Maxine Waters wrong to say she has 'not called for' Trump's impeachment,en,PolitiFact,politifact.com,2017-04-18T00:00:00Z,2017-04-20T00:50:34Z,I have not called for impeachment' of President Donald Trump.,2017,Maxine Waters,Democratic,Pants on Fire,,1 Pants On Fire,False(ish),Maxine Waters,TRUE,2455,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
24,24,3876,http://www.politifact.com/factchecks/2018/jan/25/ron-desantis/fact-checking-rep-ron-desantis-claim-about-uns-tre/,DeSantis wrong about UN resolutions against Israel,en,PolitiFact,politifact.com,2018-01-11T00:00:00Z,2018-01-25T14:08:57Z,In one year; the United Nations 'did 24 resolutions and 20 of them were against Israel.',2018,Ron DeSantis,Republican,FALSE,,2 False,False(ish),Ron DeSantis,TRUE,2454,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25,25,3183,http://www.politifact.com/factchecks/2017/sep/22/ron-johnson/graham-cassidy-gop-alternative-obamacare-weakens-p/,Graham-Cassidy; the GOP alternative to Obamacare; weakens protections for pre-existing conditions,en,PolitiFact,politifact.com,2017-09-20T00:00:00Z,2017-09-22T19:37:48Z,The GOP’s health bill will protect people with pre-existing conditions 'every bit as well as Obamacare did.',2017,Ron Johnson,Republican,FALSE,,2 False,False(ish),Ron Johnson (Wisconsin politician),TRUE,2452,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26,26,1201,http://www.politifact.com/factchecks/2017/nov/09/kevin-mccarthy/will-every-american-get-tax-cut-house-gop-bill/,Will 'every American' get a tax cut from House GOP bill?,en,PolitiFact,politifact.com,2017-11-05T00:00:00Z,2017-11-09T21:23:07Z,The Republican tax bill 'lets every American keep more of what they earned.',2017,Kevin McCarthy,Republican,FALSE,,2 False,False(ish),Kevin McCarthy (California politician),TRUE,2450,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,27,2304,http://www.politifact.com/factchecks/2017/jun/14/karen-handel/iran-complying-nuclear-deal-yes-small-hiccups/,Is Iran complying with the nuclear deal? For the most part; yes,en,PolitiFact,politifact.com,2017-06-08T00:00:00Z,2017-06-14T19:31:16Z,Iran has 'violated the terms of the (nuclear) deal.',2017,Karen Handel,Republican,Mostly False,,3 Mostly False,False(ish),Karen Handel,TRUE,2446,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28,28,3170,https://www.politifact.com/factchecks/2020/dec/22/claudia-tenney/ny-22-some-voters-cast-ballots-mail-and-died-elect/,No; dead people did not vote in NY-22,en,PolitiFact,politifact.com,2020-12-08T00:00:00Z,,Dead people also voted.',2020,Claudia Tenney,Republican,Pants on Fire,,1 Pants On Fire,False(ish),Claudia Tenney,TRUE,2438,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29,29,6627,http://www.politifact.com/factchecks/2017/feb/22/rick-scott/war-florida-house-about-enterprise-florida-gov-ric/,Gov. Rick Scott says cutting Enterprise Florida will hurt rural areas,en,PolitiFact,politifact.com,2017-02-07T00:00:00Z,2017-02-22T16:46:14Z,When the House wants to stop Enterprise Florida ... they’re hurting our rural communities.',2017,Gov. Rick Scott,Republican,Mostly False,,3 Mostly False,False(ish),Rick Scott,TRUE,2432,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30,30,4297,https://www.politifact.com/factchecks/2018/oct/05/mike-bost/illinois-race-congress-mike-bost-makes-head-scratc/,In Illinois race for Congress; Mike Bost makes a head-scratching claim,en,PolitiFact,politifact.com,2018-09-14T00:00:00Z,2018-10-05T18:22:23Z,Brendan Kelly 'spent his career' supporting Nancy Pelosi.,2018,Mike Bost,Republican,Pants on Fire,,1 Pants On Fire,False(ish),Mike Bost,TRUE,2431,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
31,31,5039,https://www.politifact.com/factchecks/2016/jul/15/tammy-duckworth/says-mark-kirk-called-mass-arrest-18000-african-am/,Tammy Duckworth says Mark Kirk called for the 'mass arrest of 18;000 African Americans',en,PolitiFact,politifact.com,2016-06-08T00:00:00Z,2016-10-14T18:38:11Z,Says Mark Kirk 'called for the mass arrest of 18;000 African Americans' and 'was apparently fine with Trump’s #StillTooRacist call for mass deportation.',2016,Tammy Duckworth,Democratic,FALSE,,2 False,False(ish),Tammy Duckworth,TRUE,2428,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
32,32,2183,http://www.politifact.com/factchecks/2018/apr/05/mark-harris/did-nc-republican-oppose-funding-border-wall/,Did NC Republican oppose funding for border wall?,en,PolitiFact,politifact.com,2018-03-29T00:00:00Z,2018-04-05T16:40:53Z,Rep. Robert Pittenger 'stood against funding for the border wall.',2018,Rev. Mark Harris,Republican,FALSE,,2 False,False(ish),Mark Harris (North Carolina politician),TRUE,2423,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33,33,7437,https://www.politifact.com/factchecks/2018/oct/30/john-culberson/lizzie-fletcher-does-not-want-government-funded-un/,Lizzie Fletcher does not want government-funded universal health care as Culberson ad claims,en,PolitiFact,politifact.com,2018-10-25T00:00:00Z,2018-10-30T18:50:41Z,Says that Lizzie Pannill Fletcher contradicted herself on her health care position and said 'we need universal health care.',2018,John Culberson,Republican,FALSE,,2 False,False(ish),John Culberson,TRUE,2422,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
