Original Num ,updated num,,url,title,languageCode,publisher.name,publisher.site,claimDate,reviewDate,text,claimYear,claimant,claimant_party,textualRating,reason,ratingsimp,T/F RQ1,claimant_canonical_name,is_politician_strict,rand_num,Fear,Self/Personal Record,Opponent/Opponent's Record,Legislation,National and State Macroeconomic Issues,Economic Well-Being and Domestic Commerce,Labor and Employment,Foreign Trade,Taxes,"Civil Rights, Minority Issues, and Civil Liberties",Immigration and Refugee Issues,LGBTQ,Race,Religion,Women,Health (non-care),Social Welfare,Education,Abortion,Healthcare,Government Operations,Defense/Military,International_affairs and Foreign Aid,Voting/Elections,Agriculture,Environment,Energy,Transportation,Community Development and Housing,Technology Science Space,Media and Communications,Law and Crime and Policing,Terrorism,Guns,History,Record/Candidate Biography/ Campaigns and Personal Behavior
803,799,5639,http://www.politifact.com/factchecks/2016/feb/14/marco-rubio/do-presidents-stop-nominating-judges-final-year/,Do presidents stop nominating judges in final year?,en,PolitiFact,politifact.com,2016-02-14T00:00:00Z,2017-04-11T20:57:19Z,There comes a point in the last year of the president; especially in their second term; where you stop nominating' both Supreme Court justices and Court of Appeals judges.,2016,Marco Rubio,Republican,FALSE,,2 False,False(ish),Marco Rubio,TRUE,668,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
804,800,7216,http://www.politifact.com/factchecks/2018/mar/27/mike-gibbons/ohio-republican-wrongly-says-sherrod-brown-likes-c/,Ohio Republican wrongly says Sherrod Brown likes communism,en,PolitiFact,politifact.com,2018-02-20T00:00:00Z,2018-03-27T13:19:52Z,A lot' of Sen. Sherrod Brown’s policies 'reflect that interest in Marxism' and a fondness for communism.,2018,Mike Gibbons,Republican,FALSE,,2 False,False(ish),Mike Gibbons,FALSE,667,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
805,801,583,http://www.politifact.com/factchecks/2016/oct/27/marco-rubio/rubio-says-obama-was-proposing-pinprick-strikes-sy/,US Sen. Marco Rubio: President Obama 'was proposing pinprick strikes' in Syria,en,PolitiFact,politifact.com,2016-10-26T00:00:00Z,2016-10-27T18:11:13Z,Says President Obama 'was proposing pinprick strikes' for military intervention in Syria.,2016,Marco Rubio,Republican,FALSE,,2 False,False(ish),Marco Rubio,TRUE,665,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
806,802,2326,http://www.politifact.com/factchecks/2016/mar/09/hillary-clinton/hillary-clinton-said-my-predecessors-did-same-thin/,Hillary Clinton said 'my predecessors did the same thing' with email,en,PolitiFact,politifact.com,2016-03-09T00:00:00Z,2017-04-11T17:39:27Z,Regarding her State Department email practices; 'my predecessors did the same thing.',2016,Hillary Clinton,Democratic,Mostly False,,3 Mostly False,False(ish),Hillary Clinton,TRUE,661,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
807,803,4608,http://www.politifact.com/factchecks/2016/sep/14/ted-cruz/ted-cruz-incorrect-about-obama-giving-control-inte/,Ted Cruz incorrect about Obama giving control of internet to UN-like body,en,PolitiFact,politifact.com,2016-09-08T00:00:00Z,2016-09-14T18:01:05Z,If 'Congress fails to act; the Obama administration intends to give away control of the internet to an international body akin to the United Nations.',2016,Ted Cruz,Republican,FALSE,,2 False,False(ish),Ted Cruz,TRUE,660,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
808,804,2899,http://www.politifact.com/factchecks/2017/aug/02/greg-abbott/greg-abbott-celebrates-false-claim-jerry-jones-tol/,Greg Abbott celebrates unconfirmed claim about Jerry Jones and national anthem,en,PolitiFact,politifact.com,2017-08-01T00:00:00Z,2017-08-02T21:54:45Z,Says Dallas Cowboys owner Jerry Jones told players: 'Stand for the Anthem or you’re off team.',2017,Greg Abbott,Republican,FALSE,,2 False,False(ish),Greg Abbott,TRUE,659,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
809,805,7474,http://www.politifact.com/factchecks/2016/may/31/hillary-clinton/fact-checking-hillary-clintons-claim-her-email-pra/,Fact-checking Hillary Clinton's claim that her email practices were 'allowed',en,PolitiFact,politifact.com,2016-05-26T00:00:00Z,2016-05-31T20:13:11Z,It was allowed;' referring to her email practices.,2016,Hillary Clinton,Democratic,FALSE,,2 False,False(ish),Hillary Clinton,TRUE,658,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
810,806,1804,http://www.politifact.com/factchecks/2016/aug/24/celia-israel/celia-israel-repeats-unverified-claim-donald-trump/,Celia Israel repeats unverified claim that Donald Trump's campaign hats are made in China,en,PolitiFact,politifact.com,2016-08-23T00:00:00Z,2016-08-24T22:09:47Z,Says Donald Trump’s 'Make America Great Again' caps are 'made in China.',2016,Celia Israel,Democratic,Pants on Fire,,1 Pants On Fire,False(ish),Celia Israel,TRUE,657,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
811,807,3209,http://www.politifact.com/factchecks/2017/jul/27/anthony-scaramucci/it-felony-leak-financial-disclosure-form-anthony-s/,Is it a felony to leak a financial disclosure form; as Anthony Scaramucci said?,en,PolitiFact,politifact.com,2017-07-26T00:00:00Z,2017-07-27T20:31:08Z,In light of the leak of my financial disclosure info which is a felony I will be contacting @FBI and the @TheJusticeDept',2017,Anthony Scaramucci,Republican,FALSE,,2 False,False(ish),Anthony Scaramucci,FALSE,656,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
812,808,1620,https://www.politifact.com/factchecks/2019/jun/10/beto-orourke/beto-orourke-impeachment-trump-congress-time-act/,How long has O'Rourke said 'it's time for Congress to act' on impeachment?,en,PolitiFact,politifact.com,2019-05-29T00:00:00Z,2019-06-10T19:51:03Z,For more than a year; I have been saying that it’s time for Congress to act and begin impeachment proceedings.',2019,Beto O'Rourke,Democratic,Mostly False,,3 Mostly False,False(ish),Beto O'Rourke,TRUE,650,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
813,809,4719,https://www.politifact.com/factchecks/2019/jan/21/mark-walker/fact-checking-mark-walkers-tweet-about-migrants-an/,Fact-checking Mark Walker's tweet about migrants and the border,en,PolitiFact,politifact.com,2019-01-09T00:00:00Z,2019-01-22T18:33:56Z,The debate on securing our border can't be measured in partisan jabs. It has to be measured in the human toll caused by porous borders: 1/3 migrant women are sexually assaulted; 7/10 migrants are victims of violence; 20k migrant children were illegally smuggled last month.',2019,Mark Walker,Republican,Mostly False,,3 Mostly False,False(ish),Mark Walker (North Carolina politician),TRUE,648,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
814,810,5125,http://www.politifact.com/factchecks/2018/apr/05/ron-wyden/do-republicans-congress-want-take-away-social-secu/,Do Republicans in Congress want to take away Social Security; Medicare; Medicaid?,en,PolitiFact,politifact.com,2018-03-29T00:00:00Z,2018-04-05T21:16:33Z,Republicans in Congress are plotting to take away Medicare; Medicaid and Social Security.',2018,Ron Wyden,Democratic,FALSE,,2 False,False(ish),Ron Wyden,TRUE,647,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
815,811,4242,http://www.politifact.com/factchecks/2017/feb/01/paul-ryan/paul-ryans-damning-claim-affordable-care-act-obama/,Testing Paul Ryan's damning attack on the Affordable Care Act: 'Obamacare has failed',en,PolitiFact,politifact.com,2017-01-05T00:00:00Z,2017-02-01T16:43:31Z,Obamacare has failed.',2017,Paul Ryan,Republican,Mostly False,,3 Mostly False,False(ish),Paul Ryan,TRUE,646,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
816,812,3711,http://www.politifact.com/factchecks/2018/jan/31/scott-walker/scott-walkers-overstated-attack-governor-rival-pau/,Scott Walker's overstated attack on governor rival Paul Soglin over business and murder in Madison,en,PolitiFact,politifact.com,2018-01-11T00:00:00Z,2018-01-31T18:14:28Z,Says Paul Soglin took Madison backward -- 'businesses have left and murders have gone up.',2018,Scott Walker,Republican,Mostly False,,3 Mostly False,False(ish),Scott Walker (politician),TRUE,645,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
817,813,1150,https://www.politifact.com/factchecks/2018/nov/05/claire-mccaskill/checking-claire-mccaskill-gops-plan-pre-existing-c/,Checking Claire McCaskill on GOP's plan for pre-existing conditions,en,PolitiFact,politifact.com,2018-10-25T00:00:00Z,2018-11-05T19:42:31Z,The Collins-Nelson bill will not protect pre-existing conditions. It has nothing to do with pre-existing conditions.',2018,Claire McCaskill,Democratic,Mostly False,,3 Mostly False,False(ish),Claire McCaskill,TRUE,643,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
818,814,2037,http://www.politifact.com/factchecks/2018/feb/06/scott-walker/why-scott-walker-real-terms-has-spent-less-transpo/,Why Scott Walker; in real terms; has spent less on transportation than his Democratic predecessor,en,PolitiFact,politifact.com,2018-01-24T00:00:00Z,2018-02-07T17:46:04Z,http://www.wiseye.org/Video-Archive/Event-Detail/evhdid/12142,2018,Scott Walker,Republican,Mostly False,,3 Mostly False,False(ish),Scott Walker (politician),TRUE,640,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
819,815,5693,http://www.politifact.com/factchecks/2016/nov/02/eric-greitens/greitens-campaign-misses-mark-backpage-attack/,Greitens campaign misses mark with Backpage attack,en,PolitiFact,politifact.com,2016-09-29T00:00:00Z,2016-11-02T15:47:35Z,Says Chris Koster 'fell silent' as attorney general in pursuing a case against a free classified service accused of promoting prostitution after accepting 'over $12;000 in campaign contributions' from people affiliated with the service.',2016,Eric Greitens,Republican,Mostly False,,3 Mostly False,False(ish),Eric Greitens,TRUE,637,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
820,816,6950,https://www.politifact.com/factchecks/2021/feb/18/joe-biden/joe-biden-exaggerates-support-among-economists-his/,Joe Biden exaggerates support among economists for his $1.9 trillion COVID-19 relief plan,en,PolitiFact,politifact.com,2021-02-16T00:00:00Z,,There is a consensus among economists left; right; and center… that we can’t spend too much' on COVID-19 relief.,2021,Joe Biden,Democratic,Mostly False,,3 Mostly False,False(ish),Joe Biden,TRUE,632,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
821,817,2964,https://www.politifact.com/factchecks/2020/nov/13/ben-wikler/democrats-jump-gun-claim-absentee-ballot-rejection/,Wisconsin Democrats jump the gun with claim that absentee ballot rejections are down,en,PolitiFact,politifact.com,2020-11-08T00:00:00Z,,Across the state the rejection rate for ballots went way down' in the Nov. 3 election.,2020,Ben Wikler,Democratic,Mostly False,,3 Mostly False,False(ish),Ben Wikler,TRUE,631,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
822,818,3990,https://www.politifact.com/factchecks/2016/jul/24/hillary-clinton/hillary-clinton-says-mike-pence-slashed-education-/,Hillary Clinton says Mike Pence 'slashed' education spending as Indiana governor,en,PolitiFact,politifact.com,2016-07-23T00:00:00Z,2016-07-24T22:15:56Z,Says unlike Tim Kaine; who 'invested' in education; Indiana Gov. Mike Pence 'slashed education funding.',2016,Hillary Clinton,Democratic,FALSE,,2 False,False(ish),Hillary Clinton,TRUE,629,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
823,819,6722,http://www.politifact.com/factchecks/2009/may/19/mike-pence/120-million-deprived-health-care-not-correct/,120 million 'deprived' of health care is not correct,en,PolitiFact,politifact.com,2009-05-12T00:00:00Z,2016-07-15T14:45:58Z,The Democrats propose 'a government-controlled health care plan that will deprive roughly 120 million Americans of their current health care coverage.',2009,Mike Pence,Republican,FALSE,,2 False,False(ish),Mike Pence,TRUE,628,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
824,820,6611,http://www.politifact.com/factchecks/2017/may/25/jim-patterson/did-jerry-brown-axe-funds-removing-californias-dea/,Lawmaker misleads with claim Jerry Brown has axed funds for California's dying trees,en,PolitiFact,politifact.com,2017-05-22T00:00:00Z,2017-05-26T00:21:04Z,California Gov. Jerry Brown’s budget 'cuts funds for local tree mortality efforts from $52.7 million to just $2 million.',2017,Jim Patterson,Republican,Mostly False,,3 Mostly False,False(ish),Jim Patterson (California politician),TRUE,626,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
825,821,4056,https://www.politifact.com/factchecks/2019/sep/27/rob-swearingen/state-rep-exaggerates-claim-gov-tony-evers-veto-sc/,State rep exaggerates claim on Gov. Tony Evers veto of school technology program,en,PolitiFact,politifact.com,2019-09-05T00:00:00Z,,Says Gov. Tony Evers vetoed a school computer program; 'saying it would be better spent in urban districts like Madison and Milwaukee.',2019,Rob Swearingen,Republican,FALSE,,2 False,False(ish),Rob Swearingen,TRUE,625,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
826,822,6425,https://www.politifact.com/factchecks/2018/oct/02/d-cole-phelps/does-nc-have-5th-highest-health-insurance-premiums/,Does NC have the 5th highest health insurance premiums?,en,PolitiFact,politifact.com,2018-09-01T00:00:00Z,2018-10-02T20:44:57Z,Health care premiums in North Carolina are now among the five highest states in the country,2018,D. Cole Phelps,Democratic,Mostly False,,3 Mostly False,False(ish),D. Cole Phelps,TRUE,624,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
827,823,2557,http://www.politifact.com/factchecks/2012/feb/24/newt-gingrich/newt-gingrich-says-us-may-have-three-times-much-oi/,Newt Gingrich says US may have 'three times as much oil' as Saudi Arabia,en,PolitiFact,politifact.com,2012-02-24T00:00:00Z,2016-07-15T16:02:52Z,One estimate says there may be 'three times as much oil in the United States as there is in Saudi Arabia.',2012,Newt Gingrich,Republican,Mostly False,,3 Mostly False,False(ish),Newt Gingrich,TRUE,623,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
828,824,971,http://www.politifact.com/factchecks/2018/feb/28/rick-scott/rick-scott-says-bill-nelson-has-done-nothing-gun-c/,Rick Scott says Bill Nelson has done nothing on gun control; ignoring his Senate record,en,PolitiFact,politifact.com,2018-02-23T00:00:00Z,2018-02-28T22:28:31Z,Says Sen. Bill Nelson 'hasn’t done anything on gun safety or school safety; and nothing on gun control.',2018,Rick Scott,Republican,FALSE,,2 False,False(ish),Rick Scott,TRUE,622,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
829,825,1895,https://www.politifact.com/factchecks/2018/nov/29/david-mckinley/was-west-virginia-eighth-fastest-growing-economy-l/,Was West Virginia the eighth fastest-growing state economy last year?,en,PolitiFact,politifact.com,2018-10-31T00:00:00Z,2018-11-29T21:59:32Z,Last year we had the eighth fastest-growing economy in the country in West Virginia.',2018,David McKinley,Republican,Mostly False,,3 Mostly False,False(ish),David McKinley,TRUE,620,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
830,826,1631,http://www.politifact.com/factchecks/2017/may/23/dan-patrick/dan-patricks-20000-tax-savings-claim-proves-incorr/,Dan Patrick's $20;000 tax savings claim proves incorrect; ridiculous,en,PolitiFact,politifact.com,2017-05-17T00:00:00Z,2017-05-23T17:42:27Z,Says Texas tax legislation would 'save the average homeowner in Texas $20;000 a year over the next 20 years or so.',2017,Dan Patrick,Republican,Pants on Fire,,1 Pants On Fire,False(ish),Dan Patrick (politician),TRUE,612,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
831,827,4902,http://www.politifact.com/factchecks/2016/oct/13/william-ruto/lack-basic-death-data-leads-false-claims-kenya/,Lack of basic death data leads to false claims in Kenya,en,PolitiFact,politifact.com,2016-09-09T00:00:00Z,2016-10-13T17:45:32Z,Cancer and matters to do with kidney failure kill more people in Kenya today than malaria; tuberculosis and AIDS combined.',2016,William Ruto,Republican,FALSE,,2 False,False(ish),William Ruto,TRUE,611,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
832,828,3116,https://www.politifact.com/factchecks/2021/jan/28/scott-walker/walker-overreaches-claiming-senate-cant-convict-tr/,Walker overreaches claiming Senate can't convict Trump after departure,en,PolitiFact,politifact.com,2021-01-26T00:00:00Z,,The U.S. Senate cannot convict a former President,2021,Scott Walker,Republican,Mostly False,,3 Mostly False,False(ish),Scott Walker (politician),TRUE,610,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
833,829,720,https://www.politifact.com/factchecks/2018/oct/08/heidi-heitkamp/did-kevin-cramer-raise-his-own-salary-23000-no/,Did Kevin Cramer raise his own salary by $23;000? No.,en,PolitiFact,politifact.com,2018-09-26T00:00:00Z,2018-10-08T14:15:29Z,Says 'On the Public Service Commission; (Kevin Cramer) raised his pay to over $93;650.',2018,Heidi Heitkamp,Democratic,FALSE,,2 False,False(ish),Heidi Heitkamp,TRUE,606,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
834,830,507,http://www.politifact.com/factchecks/2017/nov/17/andrew-cuomo/bump-stocks-are-still-legal-own-and-sell-new-york-/,Bump stocks are still legal to own and sell in New York state,en,PolitiFact,politifact.com,2017-11-06T00:00:00Z,2017-11-17T20:54:51Z,Bump stocks are already illegal in the state of New York. You can't buy one.',2017,Andrew M. Cuomo,Democratic,Mostly False,,3 Mostly False,False(ish),Andrew Cuomo,TRUE,605,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
835,831,1989,https://www.politifact.com/factchecks/2019/jun/12/ilhan-omar/rep-ilhan-omars-claim-high-there-arent-500-gun-dea/,Rep. Ilhan Omar's claim is high: There aren't 500 gun deaths per day in the US; it's closer to 100,en,PolitiFact,politifact.com,2019-06-05T00:00:00Z,,Every day on average 500 people die from gun violence.',2019,Ilhan Omar,Democratic,FALSE,,2 False,False(ish),Ilhan Omar,TRUE,602,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
