...1,url,languageCode,publisher.name,publisher.site,reviewDate,text,claimDate,claimant_party,reason,claimYear,Fear,Self/Personal Record,Opponent/Opponent's Record,Legislation,National and State Macroeconomic Issues,Economic Well-Being and Domestic Commerce,Labor and Employment,Foreign Trade,Taxes,"Civil Rights, Minority Issues, and Civil Liberties",Immigration and Refugee Issues,LGBTQ,Race,Religion,Women,Health (non-care),Social Welfare,Education,Abortion,Healthcare,Government Operations,Defense/Military,International_affairs and Foreign Aid,Voting/Elections,Agriculture,Environment,Energy,Transportation,Community Development and Housing,Technology Science Space,Media and Communications,Law and Crime and Policing,Terrorism,Guns,History,Record/Candidate Biography/ Campaigns and Personal Behavior,textualRating,claimant,location,location.extra,title
6120,http://www.politifact.com/factchecks/2016/jan/20/debbie-wasserman-schultz/democratic-debates-maximize-exposure-debbie-wasser/,en,PolitiFact,politifact.com,2016-05-12T14:28:47Z,Says the Democratic Party created a debate schedule 'to maximize the opportunity for voters to see our candidates.',2016-01-17T00:00:00Z,Democratic,NA,2016,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,False,Debbie Wasserman Schultz,TV Appearance,CNN,Democratic debates set to 'maximize' exposure; Wasserman Schultz claims; but evidence is dubious
1225,http://www.politifact.com/factchecks/2015/oct/11/debbie-wasserman-schultz/wasserman-schultz-under-conservative-republican-pr/,en,PolitiFact,politifact.com,2016-05-12T14:36:37Z,When we had a conservative Republican president we were losing 750;000 jobs a month.',2015-10-11T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mostly True,Debbie Wasserman Schultz,Speech/Remarks,Unspecified,Wasserman Schultz: Under 'conservative Republican president we were losing 750;000 jobs a month'
5703,http://www.politifact.com/factchecks/2015/jan/30/debbie-wasserman-schultz/debbie-wasserman-schultz-says-marco-rubio-now-agai/,en,PolitiFact,politifact.com,2016-05-12T14:57:21Z,Says Marco Rubio 'was for immigration reform and a pathway to citizenship before he was against it.',2015-01-23T00:00:00Z,Democratic,NA,2015,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Mostly False,Debbie Wasserman Schultz,Interview,,Debbie Wasserman Schultz says Marco Rubio now against immigration reform; pathway to citizenship
7575,http://www.politifact.com/factchecks/2016/may/09/terry-mcauliffe/mcauliffe-held-va-record-retoring-felon-voting-rig/,en,PolitiFact,politifact.com,2016-05-12T18:45:57Z,Before April 22; 'we have restored the rights of more than 18;000 individuals; which is more than the past seven governors combined in their four-year terms.',2016-04-22T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,Terry McAuliffe,Speech/Remarks,Unspecified,McAuliffe held Va. record for restoring felon voting rights before his blanket action
5899,http://www.politifact.com/factchecks/2016/may/02/randy-forbes/forbes-says-chinas-submarine-fleet-will-double-uni/,en,PolitiFact,politifact.com,2016-05-12T18:52:29Z,China is 'going to have twice the number of submarines we have in just over a decade.',2016-04-21T00:00:00Z,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Half True,Randy Forbes,Interview,,Forbes says China's submarine fleet will double United States' in a decade
3328,http://www.politifact.com/factchecks/2016/may/12/gwen-moore/arm-world-bank-tied-8-fold-rise-water-rates-manila/,en,PolitiFact,politifact.com,2016-05-12T21:39:14Z,Water rates in Manila; Philippines; 'were raised up to 845 percent' when a subsidiary of the World Bank became a partial owner.,2016-04-27T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Half True,Gwen Moore,Speech/Remarks,Unspecified,Is an arm of the World Bank tied to 8-fold rise in water rates in Manila?
637,http://www.politifact.com/factchecks/2016/may/13/steve-adler/steve-adler-correctly-says-austin-no-1-texas-start/,en,PolitiFact,politifact.com,2016-05-13T15:30:23Z,Austin is number one in Texas in startups; venture capital and patents.',2015-04-25T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,Steve Adler,Speech/Remarks,Unspecified,Steve Adler correctly says Austin No. 1 in Texas in startups; venture capital investment; patents
7190,http://www.politifact.com/factchecks/2016/may/13/scott-walker/scott-walker-way-saying-university-wisconsin-milwa/,en,PolitiFact,politifact.com,2016-05-13T19:43:34Z,The University of Wisconsin-Milwaukee has '2.8 students per faculty' member; 'tied for second-lowest in its history since 1994.',NA,Republican,NA,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pants on Fire,Scott Walker,Written Statement,Press Release,Scott Walker way off in saying University of Wisconsin-Milwaukee has 2.8 students per faculty member
4452,http://www.politifact.com/factchecks/2016/may/16/alan-grayson/patrick-murphy-voted-house-benghazi-committee-gray/,en,PolitiFact,politifact.com,2016-05-16T20:50:22Z,Says Patrick Murphy is one of 'only three Democrats in the House today who voted' to create the Benghazi committee.,2016-05-11T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mostly True,Alan Grayson,Written Statement,Campaign,Patrick Murphy voted for House Benghazi committee; US Rep. Alan Grayson says
2563,http://www.politifact.com/factchecks/2016/may/16/mamie-locke/mamie-locke-says-us-has-low-voter-turnout-rate/,en,PolitiFact,politifact.com,2016-05-17T17:31:01Z,The United States has a low voter turnout rate.',2016-05-08T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,Mamie Locke,Interview,,Mamie Locke says US has a low voter turnout rate
5716,http://www.politifact.com/factchecks/2016/may/17/jack-lew/treasury-secretary-lew-says-about-100000-people-le/,en,PolitiFact,politifact.com,2016-05-17T17:35:26Z,Almost 100;000 people left Puerto Rico last year.',2016-05-03T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mostly True,Jack Lew,TV Appearance,Bloomberg,Treasury Secretary Lew says about 100;000 people left Puerto Rico last year
3668,http://www.politifact.com/factchecks/2016/may/14/tim-moore/nc-house-speaker-says-80-percent-think-bathrooms-s/,en,PolitiFact,politifact.com,2016-05-17T21:31:01Z,Says 80 percent of North Carolinians support 'the concept that men should not be in women’s restrooms; changing rooms; bathrooms; etc.',2016-05-05T00:00:00Z,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Half True,Tim Moore,Interview,,NC House speaker says 80 percent think bathrooms should be separated by biological gender
5362,http://www.politifact.com/factchecks/2016/may/18/chris-koster/koster-might-oversimplify-size-gender-wage-gap-rea/,en,PolitiFact,politifact.com,2016-05-18T16:37:04Z,Closing our state’s wage gap would make a $9 billion difference to Missouri women.',2016-04-22T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mostly True,Chris Koster,Social Media,Twitter,Koster might oversimplify; but size of gender wage gap is real
1352,http://www.politifact.com/factchecks/2016/may/17/newt-gingrich/newt-gingrich-says-china-stole-360-billion-intelle/,en,PolitiFact,politifact.com,2016-05-18T16:40:17Z,The Chinese last year probably stole $360 billion in intellectual property from the United States.',2016-05-15T00:00:00Z,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mostly True,Newt Gingrich,TV Appearance,FOX,Newt Gingrich says China stole $360 billion in intellectual property from US
6306,http://www.politifact.com/factchecks/2016/may/19/ted-strickland/ted-strickland-says-trade-deals-done-secret-and-wi/,en,PolitiFact,politifact.com,2016-05-19T14:59:41Z,Trade deals are negotiated in 'secret' and; unlike corporate interests; politicians never invite 'the leaders of the AFL-CIO or steelworkers or the mine workers to come in and sit down in these meetings.',2016-05-09T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Half True,Ted Strickland,Speech/Remarks,Campaign,Ted Strickland says trade deals done in 'secret' and without union input
7099,http://www.politifact.com/factchecks/2016/may/01/ted-cruz/donald-trump-hillary-clinton-planned-parenthood/,en,PolitiFact,politifact.com,2016-05-20T11:26:21Z,Says both Donald Trump and Hillary Clinton say Planned Parenthood is 'terrific and that it should keep taxpayer funding.',2016-05-01T00:00:00Z,Republican,NA,2016,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mostly False,Ted Cruz,TV Appearance,NBC,Do Donald Trump; Hillary Clinton agree on Planned Parenthood funding?
7555,http://www.politifact.com/factchecks/2016/may/20/hillary-clinton/hillary-clinton-says-2015-was-best-year-us-auto-in/,en,PolitiFact,politifact.com,2016-05-20T19:10:17Z,We just had the best year for the auto industry in America in history.',2016-05-16T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mostly True,Hillary Clinton,Speech/Remarks,Campaign,Hillary Clinton says 2015 was the best year in US auto industry history
505,http://www.politifact.com/factchecks/2016/may/20/hillary-clinton/donald-trump-now-being-used-terrorist-propaganda-v/,en,PolitiFact,politifact.com,2016-05-20T20:19:00Z,We now do have evidence' that Donald Trump is being used as a recruiting tool for terrorists.,2016-05-19T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,Hillary Clinton,TV Appearance,CNN,Donald Trump now being used in terrorist propaganda videos; Hillary Clinton says
1950,http://www.politifact.com/factchecks/2016/may/20/steve-adler/steve-adler-ridiculously-claims-first-tweet-was-se/,en,PolitiFact,politifact.com,2016-05-20T22:10:02Z,The first tweet was sent from Austin.',2017-05-17T00:00:00Z,Democratic,NA,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Pants on Fire,Steve Adler,Debate,Unspecified Debate,Steve Adler wrongly claims first tweet was sent from Austin
3224,http://www.politifact.com/factchecks/2016/may/22/hillary-clinton/hillary-clinton-wrong-negative-ads-bernie-sanders/,en,PolitiFact,politifact.com,2016-05-22T20:09:07Z,Let me say that I don't think (Bernie Sanders has) had a single negative ad ever run against him.',2016-05-22T00:00:00Z,Democratic,NA,2016,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,False,Hillary Clinton,TV Appearance,NBC,Hillary Clinton wrong that no negative ads have hit Bernie Sanders
4606,http://www.politifact.com/factchecks/2016/may/22/hillary-clinton/hillary-clintons-approval-rating-secretary-state-w/,en,PolitiFact,politifact.com,2016-05-22T20:18:13Z,When I was secretary of state; I had a very high approval rating.',2016-05-22T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,Hillary Clinton,TV Appearance,NBC,Hillary Clinton's approval ratings as secretary of state were high; but they're not now
5745,http://www.politifact.com/factchecks/2016/may/23/rob-portman/portman-drug-overdoses-exceeded-car-accidents-no-1/,en,PolitiFact,politifact.com,2016-05-23T18:19:36Z,Heroin overdoses are the No. 1 cause of death in Ohio; ahead of car crashes.,2016-05-17T00:00:00Z,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Half True,Rob Portman,Interview,,Portman: Drug overdoses 'exceeded car accidents as the No. 1 cause of death in Ohio'
911,http://www.politifact.com/factchecks/2016/may/23/george-holding/george-holding-accuses-renee-ellmers-breaking-part/,en,PolitiFact,politifact.com,2016-05-23T23:25:00Z,Says Renee Ellmers was the only Republican to vote against 'an amendment to prioritize the deportation of sexual criminals who are illegal immigrants.',2016-05-19T00:00:00Z,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Half True,George Holding,Debate,Election Debate,George Holding accuses Renee Ellmers of breaking party ranks on controversial immigration vote
7121,http://www.politifact.com/factchecks/2011/jul/13/joseph-trillo/ri-rep-trillo-says-30000-people-have-died-because-/,en,PolitiFact,politifact.com,2016-05-24T13:09:03Z,There are 30;000 people that have been killed with seat belts.',2011-06-29T00:00:00Z,Republican,NA,2011,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pants on Fire,Joseph Trillo,Debate,Unspecified Debate,RI Rep. Trillo says 30;000 people have died because they used seat belts
6032,http://www.politifact.com/factchecks/2016/may/24/hillary-clinton/hillary-clinton-claim-about-donald-trump-paying-no/,en,PolitiFact,politifact.com,2016-05-24T16:41:06Z,The only two (Donald Trump tax returns) we have show that he hasn't paid a penny in taxes.',2016-05-22T00:00:00Z,Democratic,NA,2016,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Mostly False,Hillary Clinton,TV Appearance,NBC,Hillary Clinton claim about Donald Trump paying no federal taxes ignores the years when he did
5633,http://www.politifact.com/factchecks/2016/may/20/jennifer-shilling/top-01-would-be-big-winner-under-donald-trumps-tax/,en,PolitiFact,politifact.com,2016-05-24T17:59:00Z,Under Donald Trump's tax plan; 'the top 0.1 percent of taxpayers -- people earning multiple millions of dollars a year; on average -- would get more tax relief than the bottom 60 percent of taxpayers combined.',2016-05-11T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,Jennifer Shilling,Interview,,Top 0.1% would be big winner under Donald Trump's tax plan; Wisconsin Hillary Clinton supporter says
6148,http://www.politifact.com/factchecks/2016/may/24/todd-wilcox/waterboarding-works-us-senate-candidate-todd-wilco/,en,PolitiFact,politifact.com,2016-05-24T20:07:55Z,I can tell you that the enhanced interrogation techniques that have since been banned by this administration — specifically waterboarding — work.',2016-05-20T00:00:00Z,Republican,bp,2016,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,False,Todd Wilcox,Interview,,Waterboarding works; US Senate candidate (and former CIA officer) Todd Wilcox says
1219,http://www.politifact.com/factchecks/2016/may/23/celia-israel/celia-israel-says-student-education-spending-flat-/,en,PolitiFact,politifact.com,2016-05-24T21:05:12Z,When adjusted for inflation; (Texas) per-student spending has remained relatively flat over the past 16 years. Despite that trend; Texas schools in 2017 will receive $381 less per student than they did in 2003.',2016-05-13T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Half True,Celia Israel,Written Statement,Press Release,Celia Israel says per-student education spending flat with 2017 expenditures $381 behind 2003
3893,http://www.politifact.com/factchecks/2016/may/24/ann-kirkpatrick/did-john-mccain-support-dream-act-then-vote-agains/,en,PolitiFact,politifact.com,2016-05-25T00:21:56Z,Says Sen. John McCain 'told dreamers that he’ll support the Dream Act; then he voted against it.',2016-05-08T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Half True,Ann Kirkpatrick,TV Appearance,MSNBC,Did John McCain support the Dream Act; then vote against it?
5268,http://www.politifact.com/factchecks/2016/may/25/scott-walker/scott-walker-who-cut-funds-wisconsin-university-sy/,en,PolitiFact,politifact.com,2016-05-25T15:50:35Z,The University of Wisconsin System budget is the biggest it has ever been.',2016-05-16T00:00:00Z,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mostly True,Scott Walker,Interview,,Scott Walker; who cut funds to Wisconsin university system; says system has its largest budget ever
7689,http://www.politifact.com/factchecks/2016/may/26/hillary-clinton/hillary-clinton-faults-donald-trump-hoping-real-es/,en,PolitiFact,politifact.com,2016-05-26T19:05:52Z,In 2006; Donald Trump was hoping for a real estate crash.',2016-05-24T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mostly True,Hillary Clinton,Advertisement,,Hillary Clinton faults Donald Trump for hoping for real estate crash that led to the Great Recession
5742,http://www.politifact.com/factchecks/2016/may/26/john-cornyn/john-cornyn-says-vietnamese-third-most-common-lang/,en,PolitiFact,politifact.com,2016-05-26T21:40:55Z,Vietnamese is the third most commonly spoken language in Texas.',2016-05-23T00:00:00Z,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,John Cornyn,Speech/Remarks,Unspecified,John Cornyn says Vietnamese third most common language spoken in Texas
4149,http://www.politifact.com/factchecks/2016/may/26/barack-obama/us-v-nordic-block-how-they-compare-foreign-aid/,en,PolitiFact,politifact.com,2016-05-26T22:22:36Z,The Nordic countries are some of the few countries' that meet development aid goals.,2016-05-13T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mostly True,Barack Obama,Speech/Remarks,Press Event,US vs. the Nordic block: How they compare on foreign aid giving
6985,http://www.politifact.com/factchecks/2016/may/27/newt-gingrich/newt-gingrich-offends-history-claims-trumps-timeli/,en,PolitiFact,politifact.com,2016-05-27T14:49:48Z,No one in American history has moved from a June 16 announcement to a May 26 winning of a majority. Trump's achievement is remarkable.,2016-05-26T00:00:00Z,Republican,NA,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Pants on Fire,Newt Gingrich,Social Media,Twitter,Newt Gingrich offends history; claims Trump's timeline to becoming GOP nominee is historic
1363,http://www.politifact.com/factchecks/2016/may/27/ted-cruz/ted-cruz-incorrectly-says-donald-trump-has-second-/,en,PolitiFact,politifact.com,2016-05-27T15:38:50Z,Donald Trump 'has the second-highest disapproval ratings of anyone running for president.',2016-04-21T00:00:00Z,Republican,NA,2016,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,False,Ted Cruz,Advertisement,,Ted Cruz incorrectly says Donald Trump has 'second-highest disapproval' of any presidential hopeful
7383,http://www.politifact.com/factchecks/2016/may/26/carlos-lopez-cantera/carlos-lopez-cantera-says-he-only-florida-lieutena/,en,PolitiFact,politifact.com,2016-05-27T15:54:19Z,Says 'I'm also the only lieutenant governor to not take a security detail.',2016-04-30T00:00:00Z,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mostly True,Carlos Lopez-Cantera,TV Appearance,FOX,Carlos Lopez-Cantera says he is only Florida lieutenant governor to forgo security detail
3847,http://www.politifact.com/factchecks/2016/may/27/richard-pan/mickey-mouse-claim-californias-capitol-building-se/,en,PolitiFact,politifact.com,2016-05-27T19:10:24Z,California’s Capitol building is 'second only to Disneyland;' among visitor sites in the state.,2016-04-07T00:00:00Z,Democratic,NA,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,False,Richard Pan,Speech/Remarks,Unspecified,A Mickey Mouse claim: California's Capitol 'second only to Disneyland' among visitors
2176,http://www.politifact.com/factchecks/2016/may/27/wendy-davis/wendy-davis-wrongly-says-texas-among-states-no-equ/,en,PolitiFact,politifact.com,2016-05-27T21:54:50Z,Texas is one of only a handful of states that does not have an equal pay law.',2016-03-14T00:00:00Z,Democratic,NA,2016,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,False,Wendy Davis,Interview,,Wendy Davis wrongly says Texas among states with no 'equal pay' law
3045,http://www.politifact.com/factchecks/2016/may/27/pat-mccrory/gov-pat-mccrory-wrongly-says-we-dont-know-who-fund/,en,PolitiFact,politifact.com,2016-05-27T23:37:40Z,Says the Human Rights Campaign is secretly funded,2016-05-24T00:00:00Z,Republican,NA,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mostly False,Pat McCrory,Interview,,Gov. Pat McCrory questionably says 'we don't know who funds' the Human Rights Campaign
2212,http://www.politifact.com/factchecks/2016/may/31/dianne-feinstein/does-california-have-same-water-infrastructure-it-/,en,PolitiFact,politifact.com,2016-05-31T17:47:59Z,California has 'the same water infrastructure from when we were 16 million people.',2016-04-03T00:00:00Z,Democratic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mostly True,Dianne Feinstein,Interview,,Does California 'have the same water infrastructure' as it did in the 1960s?
